# JD    flux    err_flux    mag   err_mag
2460817.8834491605 66.42 3.9426999484866756 22.844252821844083 0.06444944412180059
2460843.848288883 68.74 3.019861654081706 22.80697618049698 0.047698183462282204
2460844.740592634 67.74 7.633483423678049 22.82288701922847 0.12234941425314878
2460845.733641568 70.2 4.428509436576366 22.784157219675485 0.06849277818239297
2460872.5532682366 69.82 2.4950848082952204 22.790050388804598 0.03879982684485989
2460877.7285530916 66.84 3.5366297288312487 22.837408896946613 0.05744833841137062
2460882.643143349 68.16 4.410607270746471 22.816176045603388 0.07025757040520665
2460912.62613374 69.4 4.269011300474308 22.79660132386286 0.06678703353669369
2461144.796820534 67.64 4.402584380345423 22.82449100268574 0.0706689127179725
2461144.7972686323 68.78 3.8367273549149816 22.80634457128501 0.060565190418974825
2461150.8425431587 68.1 3.2012702204483077 22.817132220218035 0.051038692798161034
2461152.8885047184 69.58 4.096470341047967 22.793788938971073 0.06392190515943749
2461155.821930089 68.58 4.330132636845726 22.809506298052685 0.0685532483993612
2461155.845254723 70.56 6.132424176103228 22.77860356969059 0.094362173340835
2461172.879022367 66.18 3.1176124369285483 22.848183092940413 0.05114694311238357
2461182.789789813 68.24 4.010509278050485 22.81490245460133 0.0638094244240592
2461182.790247976 69.12 2.9642397327513637 22.800990676322904 0.04656224533319903
2461212.7091852846 67.98 5.827462690685691 22.819047099382395 0.09307277471542628
2461215.732086363 67.86 4.081226607492306 22.820965361727254 0.0652981946297759
2461224.7769605727 70.38 9.964058838922284 22.781376843752067 0.15371326268482774
2461233.6679666154 68.38 3.3460639231629976 22.81267725884856 0.05312873274075886
2461238.7077137604 68.66 4.334819406162723 22.80824050227567 0.0685474857319983
2461239.633550833 68.3 3.510986073205495 22.813948240796165 0.055812660235443366
2461257.570918555 70.64 3.8584141794979923 22.777373273576217 0.059303793426289664
2461272.5863476414 67.88 3.171687539309862 22.820645415885902 0.05073093682393843
2461283.6163809723 68.2 3.541526445461218 22.815539063358802 0.05638069621621131
2461293.559633384 69.26 4.009303806954633 22.798793781966395 0.06285079842745081
2461295.529953265 70.28 3.1860649857931294 22.782920617941855 0.049220633263912864
2461513.879127389 69.9 5.6315576926893804 22.788807060635797 0.08747333442256103
2461525.889325318 68.06 3.706965214323663 22.81777013810052 0.05913585575918572
2461535.8544006962 68.78 2.586708819742733 22.80634457128501 0.04083284990930293
2461535.8557755975 69.1 6.134704876108713 22.801304881564505 0.09639176829952917
2461537.7340202006 67.7 5.148672654711935 22.82352832828714 0.08257164413100293
2461541.863668018 68.8 7.563941073045075 22.80602890441122 0.11936692839625136
2461553.824341283 69.46 6.631817005060109 22.79566305256314 0.10366259466922527
2461555.7857006756 67.56 3.095604417354468 22.82577589775257 0.04974851674853376
2461560.7483462277 69.4 4.981982181643455 22.79660132386286 0.07794118769553589
2461560.7487940784 68.66 11.917110934393966 22.80824050227567 0.18844798714812863
2461584.717174014 68.86 4.1154180925573165 22.805082454078363 0.06488902731347838
2461614.6063950467 68.34 4.161486661928794 22.81331256384314 0.06611467273155026
2461618.601787572 69.0 3.7640343597971553 22.80287727315686 0.05922823739688926
2461642.5471854834 66.54 3.8596732783438137 22.842293008667987 0.06297846433476674
2461648.583151287 67.7 9.051373426927176 22.82352832828714 0.14516106103988918
2461650.628285789 67.66 6.068786323413496 22.824170016370093 0.09738547192242111
2461678.5782317542 66.4 5.374342424676412 22.844579801579954 0.08787828534998147
2461678.5800191965 66.94 2.9254961664408787 22.835785729945602 0.04745021070788732
2461862.8538961215 67.74 5.255646035366983 22.82288701922847 0.0842374546795314
2461867.8699101172 70.5 4.199523490499871 22.779527207521504 0.06467481838819776
2461879.813081846 68.2 3.4684617223679006 22.815539063358802 0.055217514175844126
2461884.869149551 67.6 4.352417001981647 22.825133260145908 0.06990498102450161
2461884.8695970476 67.9 8.312959663595823 22.820325564298745 0.1329260865310743
2461885.8714560037 66.48 8.477213996941696 22.843272473059862 0.1384479264735555
2461911.743122668 68.5 4.496630508462131 22.810773571268935 0.07127232908696778
2461913.803744027 69.08 4.659792356696509 22.801619177761445 0.07323835072843961
2461924.7935922556 67.48 5.214799561983019 22.82706231520728 0.0839048115738263
2461992.7163465666 70.46 3.5010468838056577 22.78014340288694 0.05394852904205834
2462007.5303348596 69.64 3.9294027994360454 22.792853093886762 0.06126213214281536
2462054.546171982 67.26 3.9269957379341376 22.830607842553455 0.06339104146009455
2462212.8685649387 66.96 5.857188226293491 22.835461387536988 0.09497254055211911
2462218.8692158796 67.96 4.159712581522299 22.819366574507477 0.0664560116413576
2462220.855935924 69.86 7.020319149791556 22.789428546745928 0.109106994988341
2462238.8246348184 69.74 4.587153395426157 22.791295142400106 0.07141437508163699
2462240.8776400457 67.7 3.1714885386543092 22.82352832828714 0.05086262820372874
2462275.7612149175 70.94 3.4156287226499567 22.77277203966019 0.052276173755184965
2462290.6958949193 70.04 4.434182197548946 22.786634656471477 0.06873718090195395
2462319.7917934586 68.64 5.19034194736226 22.808556812898374 0.08209997330020424
2462330.5665527983 69.06 5.6564696842155895 22.80193356496641 0.08892895927120836
2462361.616099564 67.88 3.315651269169024 22.820645415885902 0.05303362736135903
2462374.528746769 68.18 3.5304562340709316 22.815857507767817 0.05622094679737242
2462388.612748474 67.72 5.365737390655793 22.823207626407754 0.08602739737536046
2462409.549477646 68.24 3.8769378314867495 22.81490245460133 0.061684228711043905
2462409.551708796 66.22 4.734577247501879 22.847527058959876 0.07762763412619875
2462417.5257038763 68.2 3.689077909010053 22.815539063358802 0.0587296986508157
2462592.849773228 68.92 4.051152615041117 22.80413682806002 0.06382012572766561
2462594.8599946434 69.02 2.6106797120494183 22.80256261261133 0.04106794381917679
2462595.879614786 67.16 5.459386402107058 22.83222328133497 0.08825868779827065
2462648.7729596733 69.72 4.190915845641962 22.791606553905112 0.06526432967165821
2462675.837131253 69.82 3.8056450075538173 22.790050388804598 0.0591796987562046
2462686.760247158 66.74 2.979995764851648 22.839034494203062 0.048479012465168225
2462691.799137794 65.78 5.591514064005316 22.854765327133407 0.09229111065224743
2462705.6247824295 70.02 4.370663241385044 22.786944733927463 0.06777188403280866
2462710.5393590657 67.42 4.5378785797904 22.828028129537614 0.07307830119956749
2462758.5509717874 67.64 4.084759450162702 22.82449100268574 0.06556728596643341
2462761.555775041 69.38 4.76492281105641 22.796914261234896 0.07456686665958237
2462761.5562227634 69.78 3.735059968208585 22.790672587219767 0.05811536019528244
2462761.6019066917 68.7 4.436062643194426 22.807608157351122 0.0701076247203964
2462944.9112090957 72.9 3.9358912868698765 22.74318117920506 0.05861919983740315
2462951.8499606135 75.98 6.782675375300299 22.698251776953246 0.09692282469182636
2462951.8512977394 73.7 4.0304884201349385 22.73133128035237 0.05937648847488327
2462988.824936201 82.58 7.023156590473809 22.60781280365329 0.09233828265879242
2462988.8330485825 85.86 5.4984973425995385 22.56552278964145 0.06953083667163619
2463015.8640921055 110.78 4.775328967175097 22.288846597973336 0.046802198495145775
2463016.8131137 112.1 3.6570031081980665 22.275985968512565 0.03541963136024667
2463046.7178299013 258.02 4.597168655265998 21.370866572756718 0.019344672693595605
2463055.7431460083 475.16 5.15939380042354 20.70790031585026 0.01178916710944624
2463058.6479793475 667.08 5.141502843788599 20.339555199784535 0.008368285339641667
2463063.7512372434 2255.5 12.607191258769323 19.016892921415675 0.006068758142299299
2463069.6303421427 1267.68 7.283988631797501 19.64247590354372 0.0062385540298728216
2463069.631696647 1261.76 7.992471167946985 19.647558111517178 0.00687746902146647
2463089.502671979 209.26 4.192109741433842 21.598284447541673 0.02175057498133405
2463092.6117906123 188.5 4.689091332839921 21.71172161364547 0.027008574151097375
2463095.521734832 169.26 5.49305367697872 21.828614158652474 0.03523577485392629
2463098.6391845443 157.58 6.533627621291965 21.90624725964185 0.04501710913088223
2463101.630540306 144.48 4.723300262692077 22.000480667576422 0.03549458818624289
2463141.552539648 86.16 4.644238795944055 22.561735774275185 0.05852388816502743
2463333.8751888825 69.2 3.006062390145742 22.799734763858105 0.04716460651362701
2463342.840413845 69.88 5.912896320052831 22.789117759222766 0.09186957083088826
2463342.8480674783 68.22 4.196747660229921 22.815220712321555 0.0667921559212195
2463355.8285199315 70.18 6.345573532316855 22.78446659030153 0.0981706885721194
2463356.781897966 69.34 6.941071243015067 22.797540406699053 0.1086843430681709
2463368.7839181516 66.4 4.461733963775574 22.844579801579954 0.07295581476611651
2463382.658501372 69.2 4.862612505911281 22.799734763858105 0.07629356137828804
2463398.717685855 68.0 5.444748332888643 22.818727718234406 0.08693471162961275
2463413.6184053626 70.48 3.108173655262986 22.77983526149002 0.047881053748502225
2463413.7125143423 67.5 4.024540753160294 22.826740567922435 0.0647346607886027
2463415.792674848 70.0 7.139907531070082 22.787254899964356 0.11074365864440025
2463417.6546863373 68.74 2.9393158378563085 22.80697618049698 0.04642597646755266
2463417.6597183747 67.0 3.465001339395281 22.834812993247933 0.05615040901069952
2463423.766363199 68.72 7.688971788281092 22.807292122942034 0.12148130162835626
2463440.522617214 69.58 2.641550136770311 22.793788938971073 0.041219123601254896
2463440.5890406203 68.94 3.986732506855266 22.803821802320176 0.06278705862168407
2463440.589488258 69.36 4.435158651695821 22.797227288829614 0.06942635989031724
2463443.62241375 67.9 8.29718960808142 22.820325564298745 0.13267391981203108
2463479.571907103 68.1 4.1482666945981395 22.817132220218035 0.06613690656853942
2463497.5135373375 68.74 3.2378612618981037 22.80697618049698 0.0511414489093194
2463726.85334999 67.76 3.26321646621284 22.82256650669337 0.0522873710349788
2463748.7306773546 71.06 12.372372732534366 22.770936992116724 0.18903930501653293
2463796.5017215586 68.88 4.673846402509782 22.804767153886004 0.07367253563709941
2463803.772943697 67.6 3.772525773555883 22.825133260145908 0.06059123987770401
2463804.530709793 69.26 3.724067864983599 22.798793781966395 0.0583793720760757
2463804.5878416477 67.3 3.123861855699194 22.82996233944006 0.05039658120944324
2463805.7530554016 66.74 3.5078367952085707 22.839034494203062 0.0570660085247329
2463829.7044753064 69.8 4.615354900207622 22.790361443442094 0.07179166064417278
2463861.594198492 69.82 6.482374171842298 22.790050388804598 0.10080418692578315
2464048.846783459 69.78 4.034646522335551 22.790672587219767 0.0627767526898995
2464067.8334103534 69.64 7.177941120174017 22.792853093886762 0.11190911185805649
2464078.8312513786 69.12 3.501919177039368 22.800990676322904 0.055008108169103516
2464078.8375944537 69.26 4.47603660389018 22.798793781966395 0.07016741257098168
2464098.798793179 67.72 3.880930794170408 22.823207626407754 0.06222190005008169
2464106.9052834488 68.48 2.944738432179908 22.811090620827258 0.04668821742640796
2464132.674195191 68.3 5.448398984720485 22.813948240796165 0.08661089364097314
2464158.7824542066 67.0 3.692481967354417 22.834812993247933 0.05983673667721219
2464164.515686155 69.42 3.185350661948482 22.796288476661516 0.04981922412169029
2464164.578916659 67.26 3.2846195762679757 22.830607842553455 0.05302156397281366
2464182.7029125164 69.44 3.9024667797253394 22.795975719578912 0.061017417491556286
2464182.709659355 67.6 3.649376260402235 22.825133260145908 0.058613312584371864
2464187.6235704664 68.08 4.094636692682279 22.81745113230867 0.06530104733513861
2464187.656590153 69.42 3.8949067319631494 22.796288476661516 0.060916756742272524
2464189.6589691825 68.42 6.8933739728727375 22.81204232537739 0.10938885845199232
